id,ACTION
1,0.7810267262456083
2,0.9872182653673403
3,0.972892088257553
4,0.9482214013667734
5,0.9884349794898395
6,0.9736021305062209
7,0.9712468485963749
8,0.9911748116022275
9,0.8564159404255554
10,0.9502380489352258
11,0.9280351858271421
12,0.9520548013902168
13,0.9314509556362143
14,0.9022750448493011
15,0.9654315300439288
16,0.9744223988686717
17,0.9174122552166669
18,0.9202025847906465
19,0.9763484960232391
20,0.9585304144410961
21,0.9615464689806451
22,0.9386844835925346
23,0.9118855745118848
24,0.9456422233556514
25,0.9524851906657603
26,0.9491999418089574
27,0.9629088010512743
28,0.7973654228449025
29,0.9730613998909446
30,0.9405957212469855
31,0.9749313689743925
32,0.957919754129596
33,0.9577233463745551
34,0.9690131040317892
35,0.9727821603948785
36,0.9688420581698057
37,0.9669821054730947
38,0.9520272450213126
39,0.9307383223427806
40,0.9142285932812577
41,0.9117501469219823
42,0.9656838775550765
43,0.958887590697647
44,0.9802365239168616
45,0.9550834683442031
46,0.9205020285175224
47,0.9873118629058523
48,0.9533315063645889
49,0.9840387520751948
50,0.9724133858062578
51,0.9653611161320421
52,0.976988043253451
53,0.9757125798044761
54,0.9796616283444411
55,0.9041333780964951
56,0.8747239477717507
57,0.972584548120654
58,0.9877324493721096
59,0.971754296419276
60,0.9571645694948797
61,0.9755657748491333
62,0.9313713515855271
63,0.9475206116267051
64,0.9713207204985292
65,0.9747297081422401
66,0.9807477165603198
67,0.9178999604185856
68,0.9818176981788376
69,0.9272714085537566
70,0.8964463849814368
71,0.9266788449287012
72,0.9801736384721245
73,0.96083545237039
74,0.9770272628350453
75,0.9810777786608947
76,0.9780745475630667
77,0.9677608839619597
78,0.9016430954733354
79,0.8577920673124979
80,0.9561512231029092
81,0.976899839328953
82,0.952832041896006
83,0.954703942171848
84,0.9843992710572846
85,0.9331383671962322
86,0.879112342909931
87,0.9509723371670546
88,0.9664223052747921
89,0.9780503436481008
90,0.9200037544424275
91,0.9458200403688968
92,0.9137651553525986
93,0.98107259002064
94,0.8903900158674363
95,0.9663482254866873
96,0.9232910540417876
97,0.8314188499404064
98,0.9520332696609247
99,0.981612748180581
100,0.959921523543057
101,0.9491009195445169
102,0.7823866935554818
103,0.9358645203537749
104,0.9228609143459422
105,0.8717810584118032
106,0.9821353510680572
107,0.9864060406953563
108,0.9378901362698127
109,0.9789223391991863
110,0.9541391426196016
111,0.8905819512309845
112,0.9756389074591975
113,0.9472447720546138
114,0.9585505348730978
115,0.9550417405369971
116,0.9691073668069535
117,0.9755906931056366
118,0.9666707111612873
119,0.9877284638868841
120,0.9679896402183333
121,0.9469142682863927
122,0.9574562773470175
123,0.8926202124752587
124,0.9498302156904787
125,0.9686703169943428
126,0.9039389608343761
127,0.8527045489009369
128,0.9139935614371998
129,0.8624056754455768
130,0.9267653969598004
131,0.9861468527763959
132,0.9665031477675887
133,0.9383264871022088
134,0.9055336257594896
135,0.9548376162208049
136,0.9190159681164266
137,0.9776723227990464
138,0.9576185431692281
139,0.9120909169610327
140,0.9877604214021748
141,0.9342479467348243
142,0.8750293615220991
143,0.9849721957766958
144,0.9812758320351839
145,0.9885779923349874
146,0.8730517316020951
147,0.8730673989253341
148,0.925486228141152
149,0.9844560138534931
150,0.9753805044546209
151,0.9663820875985065
152,0.9413317571629185
153,0.9648371263288702
154,0.930827701219775
155,0.946135843861354
156,0.943584940612857
157,0.9377832623565598
158,0.9473200257960531
159,0.9570186442987911
160,0.9098926926463061
161,0.8405321190362728
162,0.9793299197749434
163,0.9665062005311433
164,0.9423525889822518
165,0.9721574810213945
166,0.9884193908765447
167,0.9404336105615546
168,0.9427879412076627
169,0.9502668626442341
170,0.98144190369285
171,0.9709556420529457
172,0.9208766150600248
173,0.9779287229450045
174,0.9704954024779225
175,0.9505066233619018
176,0.9799881888460027
177,0.9226752404003336
178,0.9794156327730369
179,0.9592195782120633
180,0.8730673989253341
181,0.7282936033767081
182,0.9267653969598004
183,0.9664250604030842
184,0.8861093682294255
185,0.9616175549043232
186,0.8566994268671693
187,0.9699044120674565
188,0.9602730365363726
189,0.8766960152851911
190,0.9718561770649455
191,0.9909091255662247
192,0.908536619063795
193,0.9890965895724109
194,0.9649186559396857
195,0.9659190432092143
196,0.9900855872614959
197,0.9801994721455183
198,0.9598213064091886
199,0.9670973233850271
200,0.7742818807657135
201,0.9497617315275714
202,0.9549399090653726
203,0.9477212083329803
204,0.9366860499523626
205,0.9734889747316641
206,0.9456695394638532
207,0.9779458893155145
208,0.9307780583234686
209,0.8462313572694771
210,0.9293786012223287
211,0.9533152558461268
212,0.9157218239946887
213,0.9896712377642617
214,0.9402884510676475
215,0.9447472586868992
216,0.9342475884198475
217,0.950850888078468
218,0.9752937187351758
219,0.9609622609550011
220,0.9502065641489915
221,0.9041556097480928
222,0.9866009035769903
223,0.97685888538719
224,0.9153782234134505
225,0.979555686202524
226,0.9253866317024613
227,0.9100627724498317
228,0.9614716000216532
229,0.9844744342317764
230,0.9770999155925343
231,0.9304774856080337
232,0.9150996380212604
233,0.9314243465880016
234,0.8466821518433202
235,0.9447812670388384
236,0.9232497112738098
237,0.9531413470365038
238,0.9653484922107586
239,0.9248925869439993
240,0.9770569545432737
241,0.9499989141216897
242,0.8034863662185643
243,0.732860543621305
244,0.9491317950761994
245,0.9212428052264008
246,0.9773040810849138
247,0.9310594452866865
248,0.9386029808915385
249,0.9779206887906118
250,0.9779792221180172
251,0.9745509592093137
252,0.8357623504145394
253,0.9764280402144281
254,0.9836799087199797
255,0.9873994903944722
