id,ACTION
1,0.9069087055573898
2,0.9932
3,0.999
4,0.9970076610381488
5,0.9989166666666668
6,1
7,0.9846936002694624
8,0.9989666666666667
9,0.9112996288859447
10,0.9930014235723582
11,0.8887344058710416
12,0.9979337440125936
13,0.9409712862575753
14,0.9620772494813529
15,0.9697771479727999
16,0.9393638918972146
17,0.9142987653023515
18,0.9874579524479702
19,0.9976666666666667
20,0.9933177093852094
21,0.997912573686949
22,0.9950166666666665
23,0.9652649804301978
24,0.9814442708929021
25,0.9955155067155068
26,0.9083747955672907
27,0.9517223491420858
28,0.9653533458555345
29,0.9895975533427159
30,0.9600105091311837
31,0.9914210017611895
32,0.9958699134199134
33,0.9958
34,0.9903202412890729
35,0.9865751873274046
36,0.9996
37,0.9874833333333334
38,0.9772333333333334
39,0.9667659543391092
40,0.9140008038955986
41,0.9649746835685755
42,0.9901333333333335
43,0.9929805588323233
44,0.9969610991025378
45,0.9882764958489083
46,0.9741818627761942
47,0.999
48,0.9940089702927403
49,0.9985763468887394
50,0.9369813902572524
51,0.9426112643631362
52,0.9982542973725368
53,0.9811461163033237
54,1
55,0.9435152046783625
56,0.9878591013093556
57,0.9908015116008055
58,0.999
59,0.9632479278634084
60,0.9422032356532356
61,1
62,0.9777222038343475
63,0.9764888863272448
64,1
65,0.9952028368794327
66,0.9882343152718152
67,0.9240625144696575
68,0.9984404761904762
69,0.9535447938702105
70,0.5525450934049387
71,0.9653427122179261
72,0.987623076923077
73,0.99875
74,0.9970944730010597
75,0.9973333333333334
76,0.9983
77,0.9864069019748115
78,0.8284545193949959
79,0.5057960456210456
80,0.9804389143558137
81,0.9790244588744589
82,0.9888890177709018
83,0.968761616161616
84,0.9937666666666668
85,0.998659783234511
86,0.9708508627940549
87,0.993273076923077
88,0.9949537070240629
89,0.9967397473560515
90,0.7605141414141409
91,0.9907917862838916
92,0.6201640875936929
93,0.9954785714285714
94,0.9402507270952706
95,0.9797359290810025
96,0.9707428738496513
97,0.4264403883028305
98,0.9079796178225745
99,0.9997999999999999
100,0.9959333333333332
101,0.8993025180946717
102,0.8258751498501496
103,0.9934359018068414
104,0.9852705079932427
105,0.5586137038511098
106,0.9956576923076923
107,0.9933
108,0.980450516160804
109,0.9994308609614421
110,0.9700761934299865
111,0.683051056265067
112,0.9898047619047619
113,0.9649519472617978
114,0.9724689669712967
115,0.98719491803914206
116,0.9934988740340508
117,0.9912344000632787
118,0.9928928571428571
119,0.993533950617284
120,0.9862526612478897
121,0.8915462195699038
122,0.9948173656943797
123,0.9959321428571428
