id,ACTION
1,0.8908027697803849
2,0.9998857142857144
3,0.9995537646517486
4,0.9846511015996752
5,0.9837726919496398
6,1
7,1
8,1
9,0.8955209341802826
10,0.9743574616377662
11,0.803029671717037
12,1
13,1
14,1
15,0.9964606235578062
16,0.9954052268816627
17,1
18,1
19,1
20,1
21,0.9910020941025509
22,0.9877157693147338
23,0.7485306020086349
24,0.9852079753068246
25,0.7427150331564064
26,0.4624342876384601
27,1
28,0.9799605836112535
29,1
30,1
31,0.9993768427478955
32,0.9985218264967104
33,0.9940082693684624
34,1
35,0.8363801947643844
36,0.8055616115919428
37,1
38,0.9606763033818807
39,0.9539450454133925
40,1
41,0.9062939649030376
42,1
43,1
44,1
45,0.918
46,1
47,0.7046534982336838
48,1
49,0.9913367301829457
50,0.9642841758808429
51,0.8546245245193328
52,0.9532013134755919
53,0.999945945945946
54,0.8746495945485241
55,0.5852332393357074
56,0.9427180552217969
57,0.9965992487847329
58,1
59,0.9980432960982074
60,1
61,1
62,1
63,0.8320367852982644
64,1
65,0.9965992487847329
66,0.9783122596276785
67,0.5717337112838463
68,1
69,0.9066230132345766
70,0.9219424490509122
71,0.9990773111509953
72,1
73,1
74,1
75,0.9007820359765258
76,0.8372663096819244
77,0.9893638810173432
78,1
79,0.9416127100367819
80,0.999898717948718
81,1
82,0.996
83,0.9666399580384198
84,0.8640492061321794
85,1
86,0.9962773090234941
87,1
88,0.9981309575098125
89,0.9961927006458703
90,0.9874551208808917
91,0.9993908434236958
92,0.7774748147682711
93,1
94,0.7456457102617089
95,0.9959701166161815
96,0.6979129265898241
97,0.9296397717343009
98,0.9961293508166449
99,1
100,0.929680500941529
101,1
102,0.9781177454861243
103,1
104,0.979654650475872
105,0.8148549397897382
106,1
107,1
108,0.9402978244312078
109,1
110,1
111,0.9690879729157147
112,0.8289293895337373
113,0.9766496124535455
114,0.9985811331833215
115,0.9998857142857144
116,1
117,1
118,1
119,0.9753014369966958
120,0.9891674823555727
121,0.9497160517774889
122,0.9934793241499208
123,0.9943116004054139
124,0.9455563144878121
125,0.9910020941025509
126,0.9997163912900754
127,1
128,0.9981309575098125
129,0.999939393939394
130,0.9250165310087691
131,0.9991211855567892
132,0.996372521335723
133,0.9603090687005377
134,0.7436278543377682
135,0.6286322018000593
136,0.999945945945946
137,0.9962715888323399
138,0.9305890531904158
139,0.7472430720823764
140,0.9997911764705883
141,1
142,0.7993920591242207
143,0.9796671636398037
144,1
145,0.9846511015996752
146,0.889450204617627
147,1
148,1
149,0.998097556908749
150,0.9995897690465765
151,0.9950607703279616
152,0.9011495792265936
153,0.9988866888182254
154,0.8996190666685994
155,0.9632045454545455
156,0.8804527931096314
157,0.5557834627111856
158,0.8207084743846895
159,0.9897231851801467
160,1
161,0.7958839101782994
162,0.8372663096819244
163,0.9639690956449191
164,0.8548894153506573
165,1
166,0.9796671636398037
167,0.9930482995833525
168,0.8974088131548447
169,1
170,1
171,1
172,0.9995018750255592
173,0.9978551478263252
174,0.9990142334460705
175,0.9713712178648235
176,0.9891674823555727
177,0.9950891915225242
178,0.9923887159156044
179,1
180,1
181,0.5636182920492082
182,0.9983116784923715
183,1
184,1
185,0.7294621798487252
186,0.9862537517759219
187,1
188,0.9843503336954231
189,0.9993047305169948
190,1
191,0.998830744291735
192,0.8916912728262821
193,0.9445227770832589
194,0.9909587400332855
195,0.9161827706019599
196,1
197,0.9986750994827158
198,0.811791620802509
199,0.9624498044181833
200,0.9989461631465715
201,0.997629264802812
202,0.9957513722556084
203,0.9680304389849143
204,1
205,0.9843787935615553
206,0.999948717948718
207,0.8703468704642335
208,1
209,0.9895594004655762
210,1
211,0.9855696433626624
212,1
213,0.9961697029385324
214,0.9920494265465616
215,0.9534944026181978
216,0.9989461631465715
217,0.9965992487847329
218,0.5220178831272713
219,1
220,0.873573437013425
221,0.9465440084631447
222,1
223,0.9972287847054743
224,0.9935947633690924
225,1
226,0.9891169596282813
227,0.5253225884730175
228,0.7833088119047392
229,0.9995018750255592
230,1
231,0.9310353346214744
232,0.9671348976828291
233,0.9175441788679496
234,0.9991211855567892
235,1
236,0.8485059754764858
237,1
238,0.9891169596282813
239,0.9735591118811533
240,0.9850752621089006
241,0.991524451784439
242,0.8558268940321553
243,0.9814551208808917
244,1
245,0.9914372354209126
246,0.9965199145591874
247,0.9216021197887123
248,1
249,1
250,0.9498560430906263
251,0.9995018750255592
